transaction_id,bill_id,date,store_id,store_location,customer_id,customer_segment,product_id,product_category,product_name,quantity,unit_price,payment_method,discount_applied,channel
TXN-2025-0195,BILL-1038,14-01-2025,S1,Downtown,C143,Loyal,P102,Beverages,Soda 500ml,5,1.38,Credit Card,0.5,Online
TXN-2025-0196,BILL-1038,15-01-2025,S3,Uptown,C010,Regular,P102,Beverages,Soda 500ml,2,7.44,UPI,0.5,Online
TXN-2025-0197,BILL-1038,16-01-2025,S3,Uptown,C012,Loyal,P210,Snacks,Nachos,5,2.15,Credit Card,0.5,In-store
TXN-2025-0198,BILL-1038,11-01-2025,S3,Uptown,C113,Regular,P102,Beverages,Soda 500ml,4,5.37,Credit Card,0,In-store
TXN-2025-0199,BILL-1038,22-01-2025,S2,Suburban,C137,Regular,P102,Beverages,Soda 500ml,5,8.27,Credit Card,0.5,Online
TXN-2025-0200,BILL-1039,15-01-2025,S3,Uptown,C043,Loyal,P102,Beverages,Soda 500ml,3,1.83,Cash,0,Online
TXN-2025-0201,BILL-1039,30-01-2025,S1,Downtown,C029,New,P303,Personal Care,Face Cream,4,4.17,Cash,0.5,Online
TXN-2025-0202,BILL-1039,22-01-2025,S3,Uptown,C038,Loyal,P102,Beverages,Soda 500ml,5,3.26,Credit Card,1,In-store
TXN-2025-0203,BILL-1039,01-01-2025,S2,Suburban,C060,Loyal,P303,Personal Care,Face Cream,4,6.88,Cash,0,Online
TXN-2025-0204,BILL-1039,21-01-2025,S2,Suburban,C097,Regular,P101,Beverages,Orange Juice 1L,1,3.67,UPI,0,In-store
TXN-2025-0205,BILL-1039,30-01-2025,S3,Uptown,C115,New,P302,Personal Care,Body Wash,1,4.31,Cash,0,In-store
TXN-2025-0206,BILL-1039,29-01-2025,S1,Downtown,C136,New,P101,Beverages,Orange Juice 1L,1,1.36,Credit Card,0.5,Online
TXN-2025-0207,BILL-1039,12-01-2025,S2,Suburban,C144,Loyal,P101,Beverages,Orange Juice 1L,1,7.37,UPI,1,Online
TXN-2025-0208,BILL-1039,12-01-2025,S1,Downtown,C059,Regular,P302,Personal Care,Body Wash,5,1.38,UPI,0,In-store
TXN-2025-0209,BILL-1040,24-01-2025,S1,Downtown,C067,Regular,P401,Beverages,Green Tea,1,3.77,UPI,0.5,Online
TXN-2025-0210,BILL-1041,19-01-2025,S3,Uptown,C140,Loyal,P101,Beverages,Orange Juice 1L,2,1.27,Cash,1,In-store
TXN-2025-0211,BILL-1041,06-01-2025,S1,Downtown,C146,New,P302,Personal Care,Body Wash,1,7.17,Cash,0,In-store
TXN-2025-0212,BILL-1041,16-01-2025,S2,Suburban,C091,Loyal,P501,Snacks,Chocolate Bar,1,4.04,Cash,0,In-store
TXN-2025-0213,BILL-1042,12-01-2025,S1,Downtown,C098,New,P210,Snacks,Nachos,4,5.43,UPI,0,In-store
TXN-2025-0214,BILL-1043,29-01-2025,S1,Downtown,C098,Loyal,P301,Personal Care,Shampoo 250ml,4,5.37,Credit Card,0,Online
TXN-2025-0215,BILL-1043,21-01-2025,S2,Suburban,C083,Regular,P302,Personal Care,Body Wash,3,9.32,UPI,0,In-store
TXN-2025-0216,BILL-1043,19-01-2025,S3,Uptown,C108,Regular,P101,Beverages,Orange Juice 1L,1,3.02,UPI,1,Online
TXN-2025-0217,BILL-1044,22-01-2025,S2,Suburban,C007,Loyal,P210,Snacks,Nachos,2,3.03,Credit Card,1,In-store
TXN-2025-0218,BILL-1044,23-01-2025,S3,Uptown,C094,New,P102,Beverages,Soda 500ml,1,2.73,Credit Card,1,Online
TXN-2025-0219,BILL-1044,21-01-2025,S1,Downtown,C054,New,P303,Personal Care,Face Cream,1,1.51,Cash,1,Online
TXN-2025-0220,BILL-1044,20-01-2025,S1,Downtown,C060,Regular,P303,Personal Care,Face Cream,3,7.91,UPI,1,Online
TXN-2025-0221,BILL-1044,21-01-2025,S2,Suburban,C111,Regular,P205,Snacks,Potato Chips,1,2.72,Credit Card,0.5,Online
TXN-2025-0222,BILL-1044,09-01-2025,S2,Suburban,C115,Loyal,P101,Beverages,Orange Juice 1L,1,4.41,Cash,1,In-store
TXN-2025-0223,BILL-1044,26-01-2025,S3,Uptown,C147,Regular,P102,Beverages,Soda 500ml,5,4.61,Credit Card,0,In-store
TXN-2025-0224,BILL-1044,14-01-2025,S2,Suburban,C077,Loyal,P303,Personal Care,Face Cream,2,5.99,Credit Card,1,Online
TXN-2025-0225,BILL-1044,25-01-2025,S2,Suburban,C052,Regular,P101,Beverages,Orange Juice 1L,4,4.97,Credit Card,0.5,Online
TXN-2025-0226,BILL-1044,01-01-2025,S1,Downtown,C024,Loyal,P102,Beverages,Soda 500ml,5,8.44,UPI,0.5,In-store
TXN-2025-0227,BILL-1044,13-01-2025,S3,Uptown,C136,Regular,P210,Snacks,Nachos,2,3.71,UPI,1,In-store
TXN-2025-0228,BILL-1044,13-01-2025,S2,Suburban,C013,Regular,P401,Beverages,Green Tea,5,4.98,Credit Card,1,In-store
TXN-2025-0229,BILL-1044,24-01-2025,S3,Uptown,C062,Loyal,P101,Beverages,Orange Juice 1L,2,5.79,Cash,1,Online
TXN-2025-0230,BILL-1045,10-01-2025,S2,Suburban,C047,Regular,P303,Personal Care,Face Cream,5,6.46,Credit Card,1,In-store
TXN-2025-0231,BILL-1045,25-01-2025,S2,Suburban,C081,New,P210,Snacks,Nachos,1,1.26,Cash,1,In-store
TXN-2025-0232,BILL-1045,23-01-2025,S3,Uptown,C013,New,P401,Beverages,Green Tea,1,8.04,UPI,0.5,Online
TXN-2025-0233,BILL-1045,20-01-2025,S2,Suburban,C148,New,P302,Personal Care,Body Wash,2,3.36,UPI,1,In-store
TXN-2025-0234,BILL-1045,02-01-2025,S1,Downtown,C129,Regular,P102,Beverages,Soda 500ml,5,1.37,UPI,0,Online
TXN-2025-0235,BILL-1046,31-01-2025,S1,Downtown,C050,Regular,P302,Personal Care,Body Wash,5,2.07,Cash,0.5,In-store
TXN-2025-0236,BILL-1046,28-01-2025,S3,Uptown,C041,Loyal,P501,Snacks,Chocolate Bar,4,3.64,Credit Card,0.5,Online
TXN-2025-0237,BILL-1046,27-01-2025,S3,Uptown,C067,Regular,P302,Personal Care,Body Wash,1,3.44,Cash,0,Online
TXN-2025-0238,BILL-1046,11-01-2025,S3,Uptown,C080,New,P301,Personal Care,Shampoo 250ml,5,4.37,Credit Card,0,Online
TXN-2025-0239,BILL-1046,28-01-2025,S3,Uptown,C127,Loyal,P210,Snacks,Nachos,4,9.54,Cash,1,In-store
TXN-2025-0240,BILL-1046,31-01-2025,S1,Downtown,C054,Regular,P101,Beverages,Orange Juice 1L,2,2.77,Credit Card,1,Online
TXN-2025-0241,BILL-1046,04-01-2025,S3,Uptown,C113,Loyal,P102,Beverages,Soda 500ml,2,8.12,Credit Card,0,In-store
TXN-2025-0242,BILL-1046,16-01-2025,S1,Downtown,C004,Loyal,P401,Beverages,Green Tea,4,1.3,Credit Card,0.5,In-store
TXN-2025-0243,BILL-1046,03-01-2025,S1,Downtown,C131,Regular,P102,Beverages,Soda 500ml,1,6.58,Cash,0.5,Online
TXN-2025-0244,BILL-1046,29-01-2025,S2,Suburban,C108,Regular,P501,Snacks,Chocolate Bar,2,8.24,Cash,1,In-store
TXN-2025-0245,BILL-1047,14-01-2025,S2,Suburban,C083,Regular,P302,Personal Care,Body Wash,3,2.14,Cash,1,Online
TXN-2025-0246,BILL-1047,04-01-2025,S2,Suburban,C118,Regular,P205,Snacks,Potato Chips,5,8.91,Cash,1,Online
TXN-2025-0247,BILL-1047,06-01-2025,S1,Downtown,C051,Loyal,P501,Snacks,Chocolate Bar,4,3.3,UPI,1,In-store
TXN-2025-0248,BILL-1047,28-01-2025,S3,Uptown,C018,New,P102,Beverages,Soda 500ml,2,7.51,UPI,1,Online
TXN-2025-0249,BILL-1047,09-01-2025,S2,Suburban,C037,Regular,P302,Personal Care,Body Wash,1,9.24,Credit Card,1,Online
TXN-2025-0250,BILL-1047,14-01-2025,S1,Downtown,C055,New,P210,Snacks,Nachos,4,2.56,Credit Card,0.5,Online
TXN-2025-0251,BILL-1047,09-01-2025,S3,Uptown,C034,Loyal,P303,Personal Care,Face Cream,1,1.67,UPI,0.5,Online
TXN-2025-0252,BILL-1047,05-01-2025,S3,Uptown,C074,Loyal,P101,Beverages,Orange Juice 1L,2,2.55,Credit Card,1,In-store
TXN-2025-0253,BILL-1047,22-01-2025,S3,Uptown,C096,New,P501,Snacks,Chocolate Bar,1,9.43,Credit Card,0,Online
TXN-2025-0254,BILL-1048,27-01-2025,S2,Suburban,C147,Regular,P102,Beverages,Soda 500ml,1,5.22,Cash,0.5,In-store
TXN-2025-0255,BILL-1048,03-01-2025,S2,Suburban,C034,New,P302,Personal Care,Body Wash,5,1.29,Cash,1,In-store
TXN-2025-0256,BILL-1048,01-01-2025,S2,Suburban,C089,New,P301,Personal Care,Shampoo 250ml,3,9.38,Credit Card,1,In-store
TXN-2025-0257,BILL-1048,01-01-2025,S3,Uptown,C070,New,P102,Beverages,Soda 500ml,3,2.68,Cash,0.5,Online
TXN-2025-0258,BILL-1049,24-01-2025,S3,Uptown,C096,Regular,P302,Personal Care,Body Wash,3,1.96,UPI,1,Online
TXN-2025-0259,BILL-1049,10-01-2025,S3,Uptown,C049,Regular,P102,Beverages,Soda 500ml,2,3.64,UPI,0.5,In-store
TXN-2025-0260,BILL-1050,08-01-2025,S3,Uptown,C002,New,P210,Snacks,Nachos,1,9.87,Cash,0,In-store
TXN-2025-0261,BILL-1050,12-01-2025,S3,Uptown,C008,New,P501,Snacks,Chocolate Bar,2,3.97,UPI,0.5,Online
TXN-2025-0262,BILL-1050,25-01-2025,S3,Uptown,C097,New,P302,Personal Care,Body Wash,4,3.65,Credit Card,0.5,In-store
TXN-2025-0263,BILL-1050,20-01-2025,S2,Suburban,C033,Regular,P401,Beverages,Green Tea,3,6.15,UPI,1,In-store
TXN-2025-0264,BILL-1050,29-01-2025,S3,Uptown,C097,Regular,P501,Snacks,Chocolate Bar,5,3.43,Credit Card,0.5,In-store
TXN-2025-0265,BILL-1051,21-01-2025,S1,Downtown,C067,New,P205,Snacks,Potato Chips,1,6.45,Credit Card,0.5,Online
TXN-2025-0266,BILL-1051,08-01-2025,S2,Suburban,C001,Loyal,P102,Beverages,Soda 500ml,5,2.6,Cash,0,Online
TXN-2025-0267,BILL-1051,15-01-2025,S1,Downtown,C053,Loyal,P501,Snacks,Chocolate Bar,4,9.81,Credit Card,0.5,Online
TXN-2025-0268,BILL-1051,05-01-2025,S3,Uptown,C144,Loyal,P102,Beverages,Soda 500ml,5,6.74,UPI,0.5,In-store
TXN-2025-0269,BILL-1051,22-01-2025,S1,Downtown,C149,New,P210,Snacks,Nachos,3,2.41,UPI,0.5,Online
TXN-2025-0270,BILL-1051,12-01-2025,S2,Suburban,C137,New,P302,Personal Care,Body Wash,2,3.26,Cash,0.5,Online
TXN-2025-0271,BILL-1051,29-01-2025,S2,Suburban,C088,Loyal,P102,Beverages,Soda 500ml,2,9.75,Credit Card,0.5,Online
TXN-2025-0272,BILL-1051,27-01-2025,S1,Downtown,C097,Loyal,P303,Personal Care,Face Cream,4,2.68,Cash,0,In-store
TXN-2025-0273,BILL-1051,13-01-2025,S3,Uptown,C130,Loyal,P101,Beverages,Orange Juice 1L,4,1.91,UPI,0.5,Online
TXN-2025-0274,BILL-1051,19-01-2025,S2,Suburban,C020,Regular,P501,Snacks,Chocolate Bar,2,8.84,UPI,0.5,Online
TXN-2025-0275,BILL-1052,14-01-2025,S3,Uptown,C032,New,P102,Beverages,Soda 500ml,1,7.44,Cash,0,In-store
TXN-2025-0276,BILL-1052,21-01-2025,S1,Downtown,C038,New,P401,Beverages,Green Tea,4,6.73,Credit Card,0,In-store
TXN-2025-0277,BILL-1052,14-01-2025,S1,Downtown,C026,New,P205,Snacks,Potato Chips,3,7.78,Cash,1,Online
TXN-2025-0278,BILL-1052,19-01-2025,S1,Downtown,C034,Regular,P301,Personal Care,Shampoo 250ml,2,7.49,UPI,0,In-store
TXN-2025-0279,BILL-1052,26-01-2025,S2,Suburban,C120,New,P102,Beverages,Soda 500ml,4,7.58,Cash,0,In-store
TXN-2025-0280,BILL-1052,14-01-2025,S3,Uptown,C067,Regular,P302,Personal Care,Body Wash,3,4.66,Credit Card,0,In-store
TXN-2025-0281,BILL-1052,31-01-2025,S1,Downtown,C044,New,P401,Beverages,Green Tea,5,6.01,Credit Card,0,Online
TXN-2025-0282,BILL-1052,24-01-2025,S3,Uptown,C045,Loyal,P302,Personal Care,Body Wash,1,7.24,Cash,1,In-store
TXN-2025-0283,BILL-1052,24-01-2025,S1,Downtown,C132,Loyal,P101,Beverages,Orange Juice 1L,2,4.15,Cash,0,In-store
TXN-2025-0284,BILL-1053,11-01-2025,S2,Suburban,C024,Regular,P101,Beverages,Orange Juice 1L,5,3.23,Credit Card,1,In-store
TXN-2025-0285,BILL-1053,25-01-2025,S3,Uptown,C085,Loyal,P210,Snacks,Nachos,5,3.16,Cash,0.5,Online
TXN-2025-0286,BILL-1053,07-01-2025,S3,Uptown,C139,Loyal,P102,Beverages,Soda 500ml,5,4.56,Credit Card,0.5,In-store
TXN-2025-0287,BILL-1054,16-01-2025,S1,Downtown,C056,Regular,P210,Snacks,Nachos,1,2.05,UPI,0.5,Online
TXN-2025-0288,BILL-1054,01-01-2025,S1,Downtown,C022,Loyal,P205,Snacks,Potato Chips,5,8.4,Cash,0,Online
TXN-2025-0289,BILL-1054,23-01-2025,S2,Suburban,C124,Regular,P102,Beverages,Soda 500ml,2,5.12,UPI,0,In-store
TXN-2025-0290,BILL-1054,30-01-2025,S2,Suburban,C089,Loyal,P301,Personal Care,Shampoo 250ml,3,5.48,Credit Card,0,Online
TXN-2025-0291,BILL-1054,27-01-2025,S3,Uptown,C062,Regular,P303,Personal Care,Face Cream,3,4.76,UPI,0.5,Online
TXN-2025-0292,BILL-1055,20-01-2025,S1,Downtown,C096,New,P102,Beverages,Soda 500ml,5,8.41,UPI,1,In-store
TXN-2025-0293,BILL-1056,10-01-2025,S3,Uptown,C129,Loyal,P302,Personal Care,Body Wash,2,8.32,Cash,0,In-store
TXN-2025-0294,BILL-1056,16-01-2025,S1,Downtown,C019,Loyal,P501,Snacks,Chocolate Bar,2,5.93,Credit Card,0.5,In-store
TXN-2025-0295,BILL-1056,10-01-2025,S2,Suburban,C093,New,P501,Snacks,Chocolate Bar,3,8.8,Cash,0,Online
TXN-2025-0296,BILL-1056,18-01-2025,S2,Suburban,C118,Loyal,P210,Snacks,Nachos,4,5.44,Cash,0.5,In-store
TXN-2025-0297,BILL-1056,03-01-2025,S2,Suburban,C039,New,P401,Beverages,Green Tea,3,9.52,Credit Card,0,Online
TXN-2025-0298,BILL-1056,21-01-2025,S1,Downtown,C120,Loyal,P401,Beverages,Green Tea,5,1.18,Cash,1,Online
TXN-2025-0299,BILL-1056,14-01-2025,S3,Uptown,C070,Regular,P210,Snacks,Nachos,3,5.73,Credit Card,0.5,Online
TXN-2025-0300,BILL-1056,18-01-2025,S3,Uptown,C056,New,P401,Beverages,Green Tea,1,8.9,Cash,0.5,Online
TXN-2025-0301,BILL-1057,01-01-2025,S1,Downtown,C118,Loyal,P301,Personal Care,Shampoo 250ml,1,6.38,Credit Card,0.5,Online
TXN-2025-0302,BILL-1057,10-01-2025,S2,Suburban,C101,New,P401,Beverages,Green Tea,5,6.27,UPI,0,In-store
TXN-2025-0303,BILL-1058,25-01-2025,S1,Downtown,C084,Loyal,P102,Beverages,Soda 500ml,2,3.14,Credit Card,0.5,In-store
TXN-2025-0304,BILL-1058,04-01-2025,S2,Suburban,C028,Regular,P210,Snacks,Nachos,5,6.44,Cash,0,In-store
TXN-2025-0305,BILL-1059,28-01-2025,S3,Uptown,C084,Loyal,P302,Personal Care,Body Wash,1,3.28,UPI,0.5,Online
TXN-2025-0306,BILL-1060,15-01-2025,S1,Downtown,C144,Regular,P210,Snacks,Nachos,3,8.08,Credit Card,0.5,In-store
TXN-2025-0307,BILL-1061,08-01-2025,S3,Uptown,C058,Loyal,P210,Snacks,Nachos,1,5.58,UPI,1,Online
TXN-2025-0308,BILL-1061,05-01-2025,S3,Uptown,C114,Regular,P102,Beverages,Soda 500ml,4,3.69,Cash,1,In-store
TXN-2025-0309,BILL-1061,09-01-2025,S1,Downtown,C002,New,P102,Beverages,Soda 500ml,1,1.29,Cash,0,In-store
TXN-2025-0310,BILL-1061,27-01-2025,S1,Downtown,C057,New,P303,Personal Care,Face Cream,3,7.94,Cash,1,In-store
TXN-2025-0311,BILL-1061,04-01-2025,S1,Downtown,C028,New,P205,Snacks,Potato Chips,2,3.12,UPI,1,In-store
TXN-2025-0312,BILL-1061,10-01-2025,S1,Downtown,C020,Loyal,P205,Snacks,Potato Chips,3,3.31,Credit Card,0.5,Online
TXN-2025-0313,BILL-1061,28-01-2025,S3,Uptown,C139,New,P401,Beverages,Green Tea,2,2.38,Credit Card,1,Online
TXN-2025-0314,BILL-1061,22-01-2025,S3,Uptown,C121,New,P401,Beverages,Green Tea,4,8.87,Cash,1,Online
TXN-2025-0315,BILL-1061,10-01-2025,S2,Suburban,C006,New,P102,Beverages,Soda 500ml,5,1.94,UPI,0,Online
TXN-2025-0316,BILL-1061,12-01-2025,S3,Uptown,C125,Loyal,P205,Snacks,Potato Chips,2,5.24,UPI,0,In-store
TXN-2025-0317,BILL-1061,24-01-2025,S2,Suburban,C091,Regular,P102,Beverages,Soda 500ml,1,1.2,Credit Card,0.5,Online
TXN-2025-0318,BILL-1061,20-01-2025,S2,Suburban,C104,New,P301,Personal Care,Shampoo 250ml,5,4.09,Credit Card,0.5,In-store
TXN-2025-0319,BILL-1061,25-01-2025,S1,Downtown,C094,Loyal,P102,Beverages,Soda 500ml,3,4.2,Cash,0,Online
TXN-2025-0320,BILL-1061,24-01-2025,S3,Uptown,C107,Regular,P501,Snacks,Chocolate Bar,3,8.27,Cash,0,In-store
TXN-2025-0321,BILL-1062,10-01-2025,S1,Downtown,C088,New,P302,Personal Care,Body Wash,1,2.42,UPI,1,In-store
TXN-2025-0322,BILL-1062,23-01-2025,S1,Downtown,C037,New,P102,Beverages,Soda 500ml,4,9.69,Credit Card,1,Online
TXN-2025-0323,BILL-1063,16-01-2025,S1,Downtown,C101,Regular,P205,Snacks,Potato Chips,4,1.37,UPI,0,Online
TXN-2025-0324,BILL-1063,30-01-2025,S3,Uptown,C091,Loyal,P301,Personal Care,Shampoo 250ml,3,5.28,UPI,1,Online
TXN-2025-0325,BILL-1063,20-01-2025,S3,Uptown,C098,New,P301,Personal Care,Shampoo 250ml,5,3.87,UPI,1,Online
TXN-2025-0326,BILL-1063,30-01-2025,S2,Suburban,C120,Loyal,P205,Snacks,Potato Chips,1,3.17,Credit Card,0,In-store
TXN-2025-0327,BILL-1063,22-01-2025,S3,Uptown,C045,New,P501,Snacks,Chocolate Bar,5,7.65,Cash,0.5,Online
TXN-2025-0328,BILL-1063,25-01-2025,S1,Downtown,C090,Loyal,P301,Personal Care,Shampoo 250ml,4,7.43,Credit Card,0.5,In-store
TXN-2025-0329,BILL-1063,30-01-2025,S2,Suburban,C150,Loyal,P102,Beverages,Soda 500ml,1,1.55,Cash,0,Online
TXN-2025-0330,BILL-1063,12-01-2025,S2,Suburban,C083,Regular,P301,Personal Care,Shampoo 250ml,3,6.46,Credit Card,0.5,Online
TXN-2025-0331,BILL-1063,07-01-2025,S3,Uptown,C142,New,P501,Snacks,Chocolate Bar,5,4.36,UPI,0,Online
TXN-2025-0332,BILL-1063,27-01-2025,S2,Suburban,C084,Regular,P101,Beverages,Orange Juice 1L,1,6.67,Cash,0.5,Online
TXN-2025-0333,BILL-1063,25-01-2025,S3,Uptown,C025,Loyal,P501,Snacks,Chocolate Bar,5,3.66,Credit Card,0.5,Online
TXN-2025-0334,BILL-1063,11-01-2025,S1,Downtown,C119,New,P205,Snacks,Potato Chips,2,7.62,Cash,1,In-store
TXN-2025-0335,BILL-1063,26-01-2025,S1,Downtown,C080,Loyal,P102,Beverages,Soda 500ml,4,3.49,UPI,1,In-store
TXN-2025-0336,BILL-1063,04-01-2025,S1,Downtown,C143,Loyal,P301,Personal Care,Shampoo 250ml,1,8.94,Cash,1,In-store
TXN-2025-0337,BILL-1063,08-01-2025,S1,Downtown,C111,New,P205,Snacks,Potato Chips,4,9.97,Credit Card,0,Online
TXN-2025-0338,BILL-1064,21-01-2025,S3,Uptown,C141,Regular,P501,Snacks,Chocolate Bar,4,1.07,UPI,0.5,In-store
TXN-2025-0339,BILL-1064,27-01-2025,S2,Suburban,C130,Loyal,P102,Beverages,Soda 500ml,2,9.97,Credit Card,1,In-store
TXN-2025-0340,BILL-1064,03-01-2025,S2,Suburban,C104,New,P102,Beverages,Soda 500ml,1,2.29,UPI,0.5,Online
TXN-2025-0341,BILL-1064,07-01-2025,S1,Downtown,C110,Loyal,P301,Personal Care,Shampoo 250ml,3,4.24,Credit Card,0,Online
TXN-2025-0342,BILL-1064,09-01-2025,S1,Downtown,C090,New,P102,Beverages,Soda 500ml,4,5.9,Credit Card,0.5,In-store
TXN-2025-0343,BILL-1064,28-01-2025,S1,Downtown,C082,Regular,P101,Beverages,Orange Juice 1L,2,2,UPI,0.5,In-store
TXN-2025-0344,BILL-1065,08-01-2025,S3,Uptown,C071,New,P501,Snacks,Chocolate Bar,2,1.72,Credit Card,1,In-store
TXN-2025-0345,BILL-1065,11-01-2025,S1,Downtown,C113,Regular,P301,Personal Care,Shampoo 250ml,2,6.32,Credit Card,0,Online
TXN-2025-0346,BILL-1066,07-01-2025,S3,Uptown,C032,Regular,P301,Personal Care,Shampoo 250ml,1,8.99,Cash,0.5,In-store
TXN-2025-0347,BILL-1066,04-01-2025,S3,Uptown,C030,Regular,P303,Personal Care,Face Cream,2,7.25,Credit Card,1,Online
TXN-2025-0348,BILL-1066,28-01-2025,S1,Downtown,C084,Regular,P501,Snacks,Chocolate Bar,4,7.16,Credit Card,1,Online
TXN-2025-0349,BILL-1066,08-01-2025,S1,Downtown,C108,Loyal,P303,Personal Care,Face Cream,3,4.09,Credit Card,0,In-store
TXN-2025-0350,BILL-1066,09-01-2025,S2,Suburban,C034,Loyal,P205,Snacks,Potato Chips,1,2.9,Cash,1,Online
TXN-2025-0351,BILL-1066,04-01-2025,S3,Uptown,C130,Loyal,P102,Beverages,Soda 500ml,2,8.26,Cash,0.5,In-store
TXN-2025-0352,BILL-1066,29-01-2025,S1,Downtown,C045,Loyal,P302,Personal Care,Body Wash,3,7.91,Credit Card,0,In-store
TXN-2025-0353,BILL-1067,29-01-2025,S1,Downtown,C148,Regular,P501,Snacks,Chocolate Bar,2,2.79,UPI,0.5,Online
TXN-2025-0354,BILL-1067,04-01-2025,S2,Suburban,C047,New,P102,Beverages,Soda 500ml,1,7.67,UPI,0,In-store
TXN-2025-0355,BILL-1067,30-01-2025,S3,Uptown,C137,New,P301,Personal Care,Shampoo 250ml,2,7,Cash,0.5,Online
TXN-2025-0356,BILL-1067,26-01-2025,S3,Uptown,C102,Regular,P301,Personal Care,Shampoo 250ml,2,1.2,Cash,0,Online
TXN-2025-0357,BILL-1067,31-01-2025,S2,Suburban,C064,Loyal,P301,Personal Care,Shampoo 250ml,2,2.54,UPI,1,Online
TXN-2025-0358,BILL-1067,14-01-2025,S1,Downtown,C081,Loyal,P205,Snacks,Potato Chips,4,2.31,Credit Card,1,In-store
TXN-2025-0359,BILL-1067,17-01-2025,S2,Suburban,C013,New,P501,Snacks,Chocolate Bar,3,2.24,Cash,1,Online
TXN-2025-0360,BILL-1067,15-01-2025,S1,Downtown,C019,Regular,P205,Snacks,Potato Chips,5,9.57,Cash,0.5,In-store
TXN-2025-0361,BILL-1067,03-01-2025,S3,Uptown,C041,Loyal,P401,Beverages,Green Tea,2,4.74,Credit Card,0.5,Online
TXN-2025-0362,BILL-1067,20-01-2025,S3,Uptown,C014,Loyal,P302,Personal Care,Body Wash,1,5.7,Cash,1,Online
TXN-2025-0363,BILL-1067,07-01-2025,S1,Downtown,C015,Loyal,P301,Personal Care,Shampoo 250ml,4,5.66,Credit Card,1,In-store
TXN-2025-0364,BILL-1067,30-01-2025,S3,Uptown,C014,Regular,P303,Personal Care,Face Cream,1,3.97,UPI,1,Online
TXN-2025-0365,BILL-1067,21-01-2025,S3,Uptown,C130,New,P210,Snacks,Nachos,2,7.78,Credit Card,0.5,Online
TXN-2025-0366,BILL-1067,09-01-2025,S2,Suburban,C149,Loyal,P303,Personal Care,Face Cream,4,9.8,Credit Card,1,Online
TXN-2025-0367,BILL-1067,19-01-2025,S1,Downtown,C124,New,P501,Snacks,Chocolate Bar,5,2.72,UPI,1,Online
TXN-2025-0368,BILL-1068,13-01-2025,S1,Downtown,C070,Loyal,P501,Snacks,Chocolate Bar,3,7.26,Credit Card,0,In-store
TXN-2025-0369,BILL-1068,05-01-2025,S3,Uptown,C053,New,P210,Snacks,Nachos,4,9.46,UPI,1,In-store
TXN-2025-0370,BILL-1069,05-01-2025,S2,Suburban,C150,Regular,P205,Snacks,Potato Chips,2,4.74,Credit Card,0,In-store
TXN-2025-0371,BILL-1070,24-01-2025,S3,Uptown,C002,Loyal,P102,Beverages,Soda 500ml,2,4.78,Cash,0,In-store
TXN-2025-0372,BILL-1070,15-01-2025,S1,Downtown,C099,New,P401,Beverages,Green Tea,3,8.01,Cash,0.5,Online
TXN-2025-0373,BILL-1071,27-01-2025,S2,Suburban,C023,Regular,P401,Beverages,Green Tea,5,1.1,UPI,1,Online
TXN-2025-0374,BILL-1071,01-01-2025,S1,Downtown,C050,New,P101,Beverages,Orange Juice 1L,4,3.57,Cash,1,Online
TXN-2025-0375,BILL-1071,24-01-2025,S2,Suburban,C046,New,P302,Personal Care,Body Wash,2,9.42,UPI,0.5,Online
TXN-2025-0376,BILL-1071,15-01-2025,S1,Downtown,C035,Regular,P501,Snacks,Chocolate Bar,4,9.82,UPI,1,In-store
TXN-2025-0377,BILL-1071,04-01-2025,S1,Downtown,C066,Regular,P501,Snacks,Chocolate Bar,5,7.91,Cash,0.5,In-store
TXN-2025-0378,BILL-1071,06-01-2025,S3,Uptown,C133,Loyal,P205,Snacks,Potato Chips,3,1.91,Cash,1,Online
TXN-2025-0379,BILL-1071,18-01-2025,S3,Uptown,C096,Loyal,P301,Personal Care,Shampoo 250ml,3,1.85,Credit Card,1,In-store
TXN-2025-0380,BILL-1071,19-01-2025,S1,Downtown,C039,Loyal,P102,Beverages,Soda 500ml,5,9.84,Credit Card,0.5,In-store
TXN-2025-0381,BILL-1072,16-01-2025,S2,Suburban,C027,Regular,P102,Beverages,Soda 500ml,5,2.24,Cash,0.5,In-store
TXN-2025-0382,BILL-1072,24-01-2025,S2,Suburban,C139,New,P401,Beverages,Green Tea,5,9.16,Cash,0,In-store
TXN-2025-0383,BILL-1072,04-01-2025,S3,Uptown,C096,Loyal,P101,Beverages,Orange Juice 1L,1,9.94,Credit Card,0.5,Online
TXN-2025-0384,BILL-1072,18-01-2025,S2,Suburban,C054,Loyal,P205,Snacks,Potato Chips,2,5.6,Cash,0,Online
TXN-2025-0385,BILL-1072,09-01-2025,S3,Uptown,C002,Loyal,P101,Beverages,Orange Juice 1L,5,3.97,Credit Card,0,In-store
TXN-2025-0386,BILL-1073,23-01-2025,S2,Suburban,C131,Loyal,P102,Beverages,Soda 500ml,3,2.94,Cash,1,Online
TXN-2025-0387,BILL-1074,19-01-2025,S3,Uptown,C022,New,P102,Beverages,Soda 500ml,1,3.96,UPI,1,Online
TXN-2025-0388,BILL-1075,24-01-2025,S2,Suburban,C010,New,P303,Personal Care,Face Cream,1,2.62,Credit Card,0.5,Online
